labnumber,session,c,100-c,pl1,incpl1,pl2,incpl2,pl3,incpl3,hl1,inchl1,hl2,inchl2,budgetnum,obscount,m,p1,p2,earn1,earn2,trustpay,whatthink1,circumstanc,age,heightft,heightin,weight,gender,num1,num2,num3,num4,num5,num6,work,hourswork,workwage,vote,english,year,major,gpa,study,allnighter,takesat,satmath,satverbal,satwriting,takeact,actmath,actenglish,actreading,actscience,medical,sexactive,partners,monagamous,smoke,exercise,maintainweight,iq1,iq2,iq3,creditcard,cardbalance,howpay,cardrate,bankaccount,accountbalance,balancerate,debitcard,spendweek,amountx20,amount20y,riskscale,patientscale,order,order1,order2,order3,session1,session2,session3,session4,session5,session6,discount1,discount2,discount3,avrgdiscount,low1,lowdiscount1,low2,lowdiscount2,low3,lowdiscount3,presentbias12,presentbias13,beta13,presentbias,alpha1high,alpha1low,alpha1mid,alpha2high,alpha2low,alpha2mid,k,k5,k10,k14,t,t0,t1,t5,choiceset,choiceset_p1_p2,weekrate,sdc,cons1,cons2,patient,impatient,interior,totinterior,r2,r1,mnumer,pratio,logpratio,cratio,logcratio
1,1,0,100,19,0,18,0,18,0,6,0,15,0,27,27,100,0.16,0.2,9,17,Yes,For the most part I was just trying to get the most money out of each of the options Where the differences in payments were about the same I generally gave a little to the sooner time with most af the later time When there was a significant dif,No there is no extreme need for money at the time consequently I just chose the greater amount no matter what the time was,18,5,2,110,Female,15,150,100,9000,40000,242,No,,,Yes,Yes,Freshman,Political Science - International Relations,3.21,I keep up on some classes but cram at exams for others,A few times,Yes,690,680,650,No,,,,,Yes,No,,Yes,No,No,No I struggle with my weight.,10,100,47,No but I want one.,,,,Yes,124,0.02,Yes,20,19,25,3,5,1,1,0,0,1,0,0,0,0,0,0.9985356,0.99892545,0.9969942,0.9981517,18.01,0.99701005,16.01,0.997732,16.01,0.9936625,0,-1,1.0555575,0,0.59,0.32,0.45499998,0.66,0.48,0.57,98,0,0,1,1,0,1,0,6,6-0.16-0.2,0.00227957,20.72899,0,20,1,0,0,18,1,1.25,20,1.25,0.22314355,0,
1,1,0,100,19,0,18,0,18,0,6,0,15,0,18,18,100,0.16,0.2,9,17,Yes,For the most part I was just trying to get the most money out of each of the options Where the differences in payments were about the same I generally gave a little to the sooner time with most af the later time When there was a significant dif,No there is no extreme need for money at the time consequently I just chose the greater amount no matter what the time was,18,5,2,110,Female,15,150,100,9000,40000,242,No,,,Yes,Yes,Freshman,Political Science - International Relations,3.21,I keep up on some classes but cram at exams for others,A few times,Yes,690,680,650,No,,,,,Yes,No,,Yes,No,No,No I struggle with my weight.,10,100,47,No but I want one.,,,,Yes,124,0.02,Yes,20,19,25,3,5,1,1,0,0,1,0,0,0,0,0,0.9985356,0.99892545,0.9969942,0.9981517,18.01,0.99701005,16.01,0.997732,16.01,0.9936625,0,-1,1.0555575,0,0.59,0.32,0.45499998,0.66,0.48,0.57,35,1,0,0,1,0,1,0,4,4-0.16-0.2,0.006395898,20.72899,0,20,1,0,0,18,1,1.25,20,1.25,0.22314355,0,
1,1,0,100,19,0,18,0,18,0,6,0,15,0,34,34,100,0.14,0.2,9,17,Yes,For the most part I was just trying to get the most money out of each of the options Where the differences in payments were about the same I generally gave a little to the sooner time with most af the later time When there was a significant dif,No there is no extreme need for money at the time consequently I just chose the greater amount no matter what the time was,18,5,2,110,Female,15,150,100,9000,40000,242,No,,,Yes,Yes,Freshman,Political Science - International Relations,3.21,I keep up on some classes but cram at exams for others,A few times,Yes,690,680,650,No,,,,,Yes,No,,Yes,No,No,No I struggle with my weight.,10,100,47,No but I want one.,,,,Yes,124,0.02,Yes,20,19,25,3,5,1,1,0,0,1,0,0,0,0,0,0.9985356,0.99892545,0.9969942,0.9981517,18.01,0.99701005,16.01,0.997732,16.01,0.9936625,0,-1,1.0555575,0,0.59,0.32,0.45499998,0.66,0.48,0.57,35,1,0,0,5,0,0,1,7,7-0.14-0.2,0.010242815,20.72899,0,20,1,0,0,18,1,1.4285715,20,1.4285715,0.35667497,0,
1,1,0,100,19,0,18,0,18,0,6,0,15,0,13,13,100,0.13,0.2,9,17,Yes,For the most part I was just trying to get the most money out of each of the options Where the differences in payments were about the same I generally gave a little to the sooner time with most af the later time When there was a significant dif,No there is no extreme need for money at the time consequently I just chose the greater amount no matter what the time was,18,5,2,110,Female,15,150,100,9000,40000,242,No,,,Yes,Yes,Freshman,Political Science - International Relations,3.21,I keep up on some classes but cram at exams for others,A few times,Yes,690,680,650,No,,,,,Yes,No,,Yes,No,No,No I struggle with my weight.,10,100,47,No but I want one.,,,,Yes,124,0.02,Yes,20,19,25,3,5,1,1,0,0,1,0,0,0,0,0,0.9985356,0.99892545,0.9969942,0.9981517,18.01,0.99701005,16.01,0.997732,16.01,0.9936625,0,-1,1.0555575,0,0.59,0.32,0.45499998,0.66,0.48,0.57,98,0,0,1,0,1,0,0,3,3-0.13-0.2,0.00440542,20.72899,0,20,1,0,0,18,1,1.5384616,20,1.5384616,0.43078294,0,
1,1,0,100,19,0,18,0,18,0,6,0,15,0,24,24,100,0.16,0.2,9,17,Yes,For the most part I was just trying to get the most money out of each of the options Where the differences in payments were about the same I generally gave a little to the sooner time with most af the later time When there was a significant dif,No there is no extreme need for money at the time consequently I just chose the greater amount no matter what the time was,18,5,2,110,Female,15,150,100,9000,40000,242,No,,,Yes,Yes,Freshman,Political Science - International Relations,3.21,I keep up on some classes but cram at exams for others,A few times,Yes,690,680,650,No,,,,,Yes,No,,Yes,No,No,No I struggle with my weight.,10,100,47,No but I want one.,,,,Yes,124,0.02,Yes,20,19,25,3,5,1,1,0,0,1,0,0,0,0,0,0.9985356,0.99892545,0.9969942,0.9981517,18.01,0.99701005,16.01,0.997732,16.01,0.9936625,0,-1,1.0555575,0,0.59,0.32,0.45499998,0.66,0.48,0.57,70,0,1,0,1,0,1,0,5,5-0.16-0.2,0.003192852,20.72899,0,20,1,0,0,18,1,1.25,20,1.25,0.22314355,0,
1,1,20,80,19,0,18,0,18,0,6,0,15,0,10,10,100,0.2,0.25,9,17,Yes,For the most part I was just trying to get the most money out of each of the options Where the differences in payments were about the same I generally gave a little to the sooner time with most af the later time When there was a significant dif,No there is no extreme need for money at the time consequently I just chose the greater amount no matter what the time was,18,5,2,110,Female,15,150,100,9000,40000,242,No,,,Yes,Yes,Freshman,Political Science - International Relations,3.21,I keep up on some classes but cram at exams for others,A few times,Yes,690,680,650,No,,,,,Yes,No,,Yes,No,No,No I struggle with my weight.,10,100,47,No but I want one.,,,,Yes,124,0.02,Yes,20,19,25,3,5,1,1,0,0,1,0,0,0,0,0,0.9985356,0.99892545,0.9969942,0.9981517,18.01,0.99701005,16.01,0.997732,16.01,0.9936625,0,-1,1.0555575,0,0.59,0.32,0.45499998,0.66,0.48,0.57,70,0,1,0,0,1,0,0,2,2-0.2-0.25,0.003192851,20.72899,4,20,0,0,1,18,1,1.25,25,1.25,0.22314355,0.2,-1.609438
1,1,0,100,19,0,18,0,18,0,6,0,15,0,25,25,100,0.14,0.2,9,17,Yes,For the most part I was just trying to get the most money out of each of the options Where the differences in payments were about the same I generally gave a little to the sooner time with most af the later time When there was a significant dif,No there is no extreme need for money at the time consequently I just chose the greater amount no matter what the time was,18,5,2,110,Female,15,150,100,9000,40000,242,No,,,Yes,Yes,Freshman,Political Science - International Relations,3.21,I keep up on some classes but cram at exams for others,A few times,Yes,690,680,650,No,,,,,Yes,No,,Yes,No,No,No I struggle with my weight.,10,100,47,No but I want one.,,,,Yes,124,0.02,Yes,20,19,25,3,5,1,1,0,0,1,0,0,0,0,0,0.9985356,0.99892545,0.9969942,0.9981517,18.01,0.99701005,16.01,0.997732,16.01,0.9936625,0,-1,1.0555575,0,0.59,0.32,0.45499998,0.66,0.48,0.57,70,0,1,0,1,0,1,0,5,5-0.14-0.2,0.00510836,20.72899,0,20,1,0,0,18,1,1.4285715,20,1.4285715,0.35667497,0,
1,1,10,90,19,0,18,0,18,0,6,0,15,0,32,32,100,0.18,0.2,9,17,Yes,For the most part I was just trying to get the most money out of each of the options Where the differences in payments were about the same I generally gave a little to the sooner time with most af the later time When there was a significant dif,No there is no extreme need for money at the time consequently I just chose the greater amount no matter what the time was,18,5,2,110,Female,15,150,100,9000,40000,242,No,,,Yes,Yes,Freshman,Political Science - International Relations,3.21,I keep up on some classes but cram at exams for others,A few times,Yes,690,680,650,No,,,,,Yes,No,,Yes,No,No,No I struggle with my weight.,10,100,47,No but I want one.,,,,Yes,124,0.02,Yes,20,19,25,3,5,1,1,0,0,1,0,0,0,0,0,0.9985356,0.99892545,0.9969942,0.9981517,18.01,0.99701005,16.01,0.997732,16.01,0.9936625,0,-1,1.0555575,0,0.59,0.32,0.45499998,0.66,0.48,0.57,35,1,0,0,5,0,0,1,7,7-0.18-0.2,0.003014835,20.72899,1.8000001,18,0,0,1,18,1,1.111111,20,1.111111,0.105360456,0.1,-2.3025851
1,1,0,100,19,0,18,0,18,0,6,0,15,0,9,9,100,0.14,0.2,9,17,Yes,For the most part I was just trying to get the most money out of each of the options Where the differences in payments were about the same I generally gave a little to the sooner time with most af the later time When there was a significant dif,No there is no extreme need for money at the time consequently I just chose the greater amount no matter what the time was,18,5,2,110,Female,15,150,100,9000,40000,242,No,,,Yes,Yes,Freshman,Political Science - International Relations,3.21,I keep up on some classes but cram at exams for others,A few times,Yes,690,680,650,No,,,,,Yes,No,,Yes,No,No,No I struggle with my weight.,10,100,47,No but I want one.,,,,Yes,124,0.02,Yes,20,19,25,3,5,1,1,0,0,1,0,0,0,0,0,0.9985356,0.99892545,0.9969942,0.9981517,18.01,0.99701005,16.01,0.997732,16.01,0.9936625,0,-1,1.0555575,0,0.59,0.32,0.45499998,0.66,0.48,0.57,70,0,1,0,0,1,0,0,2,2-0.14-0.2,0.00510836,20.72899,0,20,1,0,0,18,1,1.4285715,20,1.4285715,0.35667497,0,
1,1,20,80,19,0,18,0,18,0,6,0,15,0,40,40,100,0.2,0.25,9,17,Yes,For the most part I was just trying to get the most money out of each of the options Where the differences in payments were about the same I generally gave a little to the sooner time with most af the later time When there was a significant dif,No there is no extreme need for money at the time consequently I just chose the greater amount no matter what the time was,18,5,2,110,Female,15,150,100,9000,40000,242,No,,,Yes,Yes,Freshman,Political Science - International Relations,3.21,I keep up on some classes but cram at exams for others,A few times,Yes,690,680,650,No,,,,,Yes,No,,Yes,No,No,No I struggle with my weight.,10,100,47,No but I want one.,,,,Yes,124,0.02,Yes,20,19,25,3,5,1,1,0,0,1,0,0,0,0,0,0.9985356,0.99892545,0.9969942,0.9981517,18.01,0.99701005,16.01,0.997732,16.01,0.9936625,0,-1,1.0555575,0,0.59,0.32,0.45499998,0.66,0.48,0.57,70,0,1,0,5,0,0,1,8,8-0.2-0.25,0.003192851,20.72899,4,20,0,0,1,18,1,1.25,25,1.25,0.22314355,0.2,-1.609438
1,1,0,100,19,0,18,0,18,0,6,0,15,0,42,42,100,0.16,0.2,9,17,Yes,For the most part I was just trying to get the most money out of each of the options Where the differences in payments were about the same I generally gave a little to the sooner time with most af the later time When there was a significant dif,No there is no extreme need for money at the time consequently I just chose the greater amount no matter what the time was,18,5,2,110,Female,15,150,100,9000,40000,242,No,,,Yes,Yes,Freshman,Political Science - International Relations,3.21,I keep up on some classes but cram at exams for others,A few times,Yes,690,680,650,No,,,,,Yes,No,,Yes,No,No,No I struggle with my weight.,10,100,47,No but I want one.,,,,Yes,124,0.02,Yes,20,19,25,3,5,1,1,0,0,1,0,0,0,0,0,0.9985356,0.99892545,0.9969942,0.9981517,18.01,0.99701005,16.01,0.997732,16.01,0.9936625,0,-1,1.0555575,0,0.59,0.32,0.45499998,0.66,0.48,0.57,98,0,0,1,5,0,0,1,9,9-0.16-0.2,0.00227957,20.72899,0,20,1,0,0,18,1,1.25,20,1.25,0.22314355,0,
1,1,0,100,19,0,18,0,18,0,6,0,15,0,4,4,100,0.14,0.2,9,17,Yes,For the most part I was just trying to get the most money out of each of the options Where the differences in payments were about the same I generally gave a little to the sooner time with most af the later time When there was a significant dif,No there is no extreme need for money at the time consequently I just chose the greater amount no matter what the time was,18,5,2,110,Female,15,150,100,9000,40000,242,No,,,Yes,Yes,Freshman,Political Science - International Relations,3.21,I keep up on some classes but cram at exams for others,A few times,Yes,690,680,650,No,,,,,Yes,No,,Yes,No,No,No I struggle with my weight.,10,100,47,No but I want one.,,,,Yes,124,0.02,Yes,20,19,25,3,5,1,1,0,0,1,0,0,0,0,0,0.9985356,0.99892545,0.9969942,0.9981517,18.01,0.99701005,16.01,0.997732,16.01,0.9936625,0,-1,1.0555575,0,0.59,0.32,0.45499998,0.66,0.48,0.57,35,1,0,0,0,1,0,0,1,1-0.14-0.2,0.010242815,20.72899,0,20,1,0,0,18,1,1.4285715,20,1.4285715,0.35667497,0,
1,1,20,80,19,0,18,0,18,0,6,0,15,0,36,36,100,0.19,0.2,9,17,Yes,For the most part I was just trying to get the most money out of each of the options Where the differences in payments were about the same I generally gave a little to the sooner time with most af the later time When there was a significant dif,No there is no extreme need for money at the time consequently I just chose the greater amount no matter what the time was,18,5,2,110,Female,15,150,100,9000,40000,242,No,,,Yes,Yes,Freshman,Political Science - International Relations,3.21,I keep up on some classes but cram at exams for others,A few times,Yes,690,680,650,No,,,,,Yes,No,,Yes,No,No,No I struggle with my weight.,10,100,47,No but I want one.,,,,Yes,124,0.02,Yes,20,19,25,3,5,1,1,0,0,1,0,0,0,0,0,0.9985356,0.99892545,0.9969942,0.9981517,18.01,0.99701005,16.01,0.997732,16.01,0.9936625,0,-1,1.0555575,0,0.59,0.32,0.45499998,0.66,0.48,0.57,70,0,1,0,5,0,0,1,8,8-0.19-0.2,0.00073303,20.72899,3.8,16,0,0,1,18,1,1.0526316,20,1.0526316,0.05129333,0.2375,-1.4375876
1,1,90,10,19,0,18,0,18,0,6,0,15,0,1,1,100,0.19,0.2,9,17,Yes,For the most part I was just trying to get the most money out of each of the options Where the differences in payments were about the same I generally gave a little to the sooner time with most af the later time When there was a significant dif,No there is no extreme need for money at the time consequently I just chose the greater amount no matter what the time was,18,5,2,110,Female,15,150,100,9000,40000,242,No,,,Yes,Yes,Freshman,Political Science - International Relations,3.21,I keep up on some classes but cram at exams for others,A few times,Yes,690,680,650,No,,,,,Yes,No,,Yes,No,No,No I struggle with my weight.,10,100,47,No but I want one.,,,,Yes,124,0.02,Yes,20,19,25,3,5,1,1,0,0,1,0,0,0,0,0,0.9985356,0.99892545,0.9969942,0.9981517,18.01,0.99701005,16.01,0.997732,16.01,0.9936625,0,-1,1.0555575,0,0.59,0.32,0.45499998,0.66,0.48,0.57,35,1,0,0,0,1,0,0,1,1-0.19-0.2,0.001466598,20.72899,17.1,2,0,0,1,18,1,1.0526316,20,1.0526316,0.05129333,8.55,2.1459312
1,1,0,100,19,0,18,0,18,0,6,0,15,0,8,8,100,0.16,0.2,9,17,Yes,For the most part I was just trying to get the most money out of each of the options Where the differences in payments were about the same I generally gave a little to the sooner time with most af the later time When there was a significant dif,No there is no extreme need for money at the time consequently I just chose the greater amount no matter what the time was,18,5,2,110,Female,15,150,100,9000,40000,242,No,,,Yes,Yes,Freshman,Political Science - International Relations,3.21,I keep up on some classes but cram at exams for others,A few times,Yes,690,680,650,No,,,,,Yes,No,,Yes,No,No,No I struggle with my weight.,10,100,47,No but I want one.,,,,Yes,124,0.02,Yes,20,19,25,3,5,1,1,0,0,1,0,0,0,0,0,0.9985356,0.99892545,0.9969942,0.9981517,18.01,0.99701005,16.01,0.997732,16.01,0.9936625,0,-1,1.0555575,0,0.59,0.32,0.45499998,0.66,0.48,0.57,70,0,1,0,0,1,0,0,2,2-0.16-0.2,0.003192852,20.72899,0,20,1,0,0,18,1,1.25,20,1.25,0.22314355,0,
1,1,0,100,19,0,18,0,18,0,6,0,15,0,5,5,100,0.2,0.25,9,17,Yes,For the most part I was just trying to get the most money out of each of the options Where the differences in payments were about the same I generally gave a little to the sooner time with most af the later time When there was a significant dif,No there is no extreme need for money at the time consequently I just chose the greater amount no matter what the time was,18,5,2,110,Female,15,150,100,9000,40000,242,No,,,Yes,Yes,Freshman,Political Science - International Relations,3.21,I keep up on some classes but cram at exams for others,A few times,Yes,690,680,650,No,,,,,Yes,No,,Yes,No,No,No I struggle with my weight.,10,100,47,No but I want one.,,,,Yes,124,0.02,Yes,20,19,25,3,5,1,1,0,0,1,0,0,0,0,0,0.9985356,0.99892545,0.9969942,0.9981517,18.01,0.99701005,16.01,0.997732,16.01,0.9936625,0,-1,1.0555575,0,0.59,0.32,0.45499998,0.66,0.48,0.57,35,1,0,0,0,1,0,0,1,1-0.2-0.25,0.006395896,20.72899,0,25,1,0,0,18,1,1.25,25,1.25,0.22314355,0,
